City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
367,alofi,-19.0595,-169.9187,28.94,79,40,6.17,NU,1680989637
368,sorong,-0.8833,131.25,27.04,80,55,2.08,ID,1680989637
369,mitu,1.1983,-70.1733,23.57,94,91,0.58,CO,1680989637
370,muli,2.9167,73.5667,28.21,72,44,2.91,MV,1680989637
371,kosa,59.9445,54.9977,-2.89,96,81,1.67,RU,1680989638
372,yaan,7.3833,8.5667,25.56,67,100,2.21,NG,1680989638
373,verkhnevilyuysk,63.4453,120.3167,-18.7,95,98,3.48,RU,1680989638
374,ombessa,4.603,11.2565,20.62,93,100,1.54,CM,1680989638
375,wadi musa,30.3222,35.4793,21.2,16,71,3.7,JO,1680989638
376,neryungri,56.6709,124.6491,-17.5,81,74,2.6,RU,1680989638
377,abonnema,4.7084,6.7931,26.61,86,100,3.94,NG,1680989638
378,maumere,-8.6199,122.2111,25.67,80,100,1.04,ID,1680989638
379,scottsbluff,41.8666,-103.6672,19.13,24,0,6.69,US,1680989442
380,belmonte,-15.8631,-38.8828,25.89,82,82,3.8,BR,1680989638
381,yazd,31.8972,54.3675,17.06,17,0,1.03,IR,1680989638
382,nicoya,10.1483,-85.452,31.77,43,100,3.78,CR,1680989639
383,hesla,24.0667,85.8833,26.24,20,72,2.13,IN,1680989640
384,sakakah,29.9697,40.2064,21.76,17,21,4.51,SA,1680989640
385,farmington,36.7281,-108.2187,18.38,16,0,3.6,US,1680989580
386,narsaq,60.9167,-46.05,3.12,89,100,1.41,GL,1680989640
387,yerbogachen,61.2767,108.0108,-16.37,98,99,1.23,RU,1680989640
388,pinega,64.7001,43.3936,-6.36,98,35,1.71,RU,1680989641
389,kavieng,-2.5744,150.7967,25.65,83,100,2.13,PG,1680989641
390,tautira,-17.7333,-149.15,27.59,78,65,7.92,PF,1680989641
391,ifakara,-8.1333,36.6833,21.85,96,48,0.97,TZ,1680989641
392,nanakuli,21.3906,-158.1547,26.97,60,100,4.12,US,1680989641
393,vardo,70.3705,31.1107,0.99,80,100,10.8,NO,1680989641
394,gorontalo,0.5412,123.0595,23.67,93,100,1.62,ID,1680989641
395,saint-georges,12.0564,-61.7485,26.82,83,40,6.69,GD,1680989642
396,shaping,22.7545,112.9565,19.9,60,83,1.44,CN,1680989642
397,tazovskiy,67.4667,78.7,-32.24,97,16,2.28,RU,1680989642
398,oranjemund,-28.55,16.4333,14.11,78,1,7.01,NA,1680989642
399,elat,29.5581,34.9482,24.91,29,87,2.06,IL,1680989642
400,mayor pablo lagerenza,-19.9309,-60.7718,25.18,50,0,1.97,PY,1680989642
401,maragogi,-9.0122,-35.2225,25.67,88,69,3.14,BR,1680989643
402,san quintin,30.4833,-115.95,17.58,65,6,7.19,MX,1680989643
403,camana,-16.6228,-72.7111,23.85,74,7,2.51,PE,1680989643
404,aras,42.5617,-2.356,12.23,44,0,1.03,ES,1680989643
405,ridgecrest,35.6225,-117.6709,23.9,23,0,3.6,US,1680989643
406,pangkalanbuun,-2.6833,111.6167,22.47,97,84,1.19,ID,1680989643
407,zhangye,38.9342,100.4517,7.8,19,83,1.38,CN,1680989644
408,yulara,-25.2406,130.9889,18.17,47,7,4.17,AU,1680989644
409,sarangani,5.4033,125.4636,27.35,77,100,2.47,PH,1680989644
410,plesetsk,62.708,40.2916,-2.29,98,49,1.43,RU,1680989644
411,erenhot,43.6475,111.9767,5.04,27,50,4.98,CN,1680989644
412,leh,34.1667,77.5833,-9.73,57,0,1.2,IN,1680989644
413,antalaha,-14.9003,50.2788,23.3,92,63,2.04,MG,1680989644
414,wladyslawowo,54.7909,18.4009,8.6,91,98,3.14,PL,1680989644
415,capreol,46.706,-80.9225,5.31,38,0,5.66,CA,1680989645
416,neiafu,-18.65,-173.9833,28.38,78,40,3.6,TO,1680989645
417,lufilufi,-13.8745,-171.5986,31.88,75,20,8.92,WS,1680989645
418,kargasok,59.0556,80.8572,-15.79,81,27,7.57,RU,1680989645
419,manaure,11.7751,-72.4445,28.47,65,67,5.62,CO,1680989645
420,palmer,42.1584,-72.3287,11.35,17,75,3.09,US,1680989544
421,uaua,-9.8414,-39.4817,26.45,66,98,7.01,BR,1680989645
422,mizan teferi,6.9833,35.5833,17.4,84,71,1.64,ET,1680989645
423,matara,5.9485,80.5353,24.07,87,39,2.21,LK,1680989646
424,kurchum,48.5722,83.6542,-2.85,64,1,3.77,KZ,1680989646
425,pangnirtung,66.1451,-65.7125,-24.94,99,98,0.5,CA,1680989646
426,merauke,-8.4667,140.3333,25.58,88,100,3.27,ID,1680989646
427,waipawa,-41.4122,175.5153,14.4,77,87,4.36,NZ,1680989646
428,kupino,54.3663,77.2981,-2.31,56,93,6.59,RU,1680989646
429,lompoc,34.6391,-120.4579,22.79,78,75,4.12,US,1680989563
430,beringovskiy,63.05,179.3167,-14.18,87,72,1.34,RU,1680989646
431,ornskoldsvik,63.2909,18.7153,3.53,65,20,3.6,SE,1680989646
432,faya,18.3851,42.4509,16.06,51,9,1.69,SA,1680989646
433,labytnangi,66.6572,66.4183,-15.63,97,100,2.93,RU,1680989647
434,itacoatiara,-3.1431,-58.4442,25.57,86,71,1.55,BR,1680989647
435,leningradskiy,69.3833,178.4167,-19.3,92,100,7.41,RU,1680989647
436,lubao,14.9167,120.55,26.04,81,6,1.46,PH,1680989647
437,kayankulam,9.1833,76.5,25.69,84,7,1.83,IN,1680989647
438,kysyl-syr,63.8986,122.7617,-23.74,97,84,2.16,RU,1680989647
439,san policarpo,12.1791,125.5072,26.37,79,65,6.17,PH,1680989647
440,husavik,66.0449,-17.3389,3.19,95,64,5.2,IS,1680989647
441,moose factory,51.2585,-80.6094,7.0,31,0,5.66,CA,1680989647
442,diglur,18.55,77.6,25.23,61,96,2.15,IN,1680989648
443,toktogul,41.8708,72.9402,9.19,97,100,0.42,KG,1680989648
444,acapulco,16.8634,-99.8901,30.9,58,0,5.14,MX,1680989648
445,quime,-16.9833,-67.2167,10.91,89,100,2.22,BO,1680989648
446,ketchikan,55.3422,-131.6461,6.99,87,100,11.32,US,1680989648
447,medzev,48.7004,20.8937,3.2,95,51,1.22,SK,1680989648
448,angoche,-16.2325,39.9086,25.72,82,41,2.32,MZ,1680989648
449,nanzhang,31.7765,111.8386,12.77,61,85,0.8,CN,1680989649
450,port-cartier,50.0334,-66.8654,-0.88,66,100,5.02,CA,1680989649
451,ibra,22.6906,58.5334,24.43,56,100,3.02,OM,1680989649
452,sungurlu,40.1675,34.3739,8.39,64,100,2.37,TR,1680989649
453,honiara,-9.4333,159.95,28.87,74,87,0.93,SB,1680989649
454,cockburn town,21.4612,-71.1419,26.98,65,40,6.17,TC,1680989409
455,matamoros,25.5333,-103.25,26.17,33,75,3.09,MX,1680989649
456,lata,40.1629,-8.3327,13.04,69,79,0.91,PT,1680989649
457,newport,51.5877,-2.9984,9.73,73,99,2.08,GB,1680989650
458,matelica,43.2541,13.0106,8.35,81,32,1.37,IT,1680989650
459,cocachacra,-17.0883,-71.7575,24.03,69,1,2.82,PE,1680989650
460,omboue,-1.5746,9.2618,26.18,88,100,3.11,GA,1680989650
461,new bern,35.1085,-77.0441,8.9,68,100,12.35,US,1680989651
462,umea,63.8284,20.2597,0.51,80,0,1.03,SE,1680989651
463,yaring,6.8662,101.3689,25.62,85,60,3.24,TH,1680989651
464,shishou,29.7226,112.419,12.98,64,58,3.4,CN,1680989651
465,sept-iles,50.2001,-66.3821,-0.71,33,40,6.17,CA,1680989651
466,aswan,24.0934,32.907,27.61,26,76,3.94,EG,1680989651
467,yellandu,17.6,80.3333,26.14,62,0,1.48,IN,1680989651
468,nantucket,41.2835,-70.0995,8.03,50,0,3.09,US,1680989471
469,tukrah,32.5341,20.5791,14.75,83,81,5.34,LY,1680989652
470,ritchie,-29.038,24.6028,13.56,68,97,4.64,ZA,1680989652
471,siniscola,40.5719,9.6922,7.75,83,5,3.03,IT,1680989652
472,palembang,-2.9167,104.7458,26.05,94,40,0.0,ID,1680989652
473,anda,46.4,125.3167,5.13,34,25,5.69,CN,1680989652
474,aklavik,68.2191,-135.0107,-16.0,55,20,1.54,CA,1680989652
475,narragansett,41.4501,-71.4495,11.51,50,75,7.2,US,1680989652
476,mercedes,-34.6515,-59.4307,23.69,53,18,2.64,AR,1680989652
477,augusto correa,-1.0217,-46.635,24.0,94,100,1.27,BR,1680989653
478,mandera,3.9366,41.867,30.66,48,42,1.71,KE,1680989653
479,pemba,-12.974,40.5178,26.51,81,49,2.18,MZ,1680989653
480,nago,26.5881,127.9761,14.47,62,5,4.93,JP,1680989653
481,negri,46.7,26.9667,4.12,81,87,1.31,RO,1680989653
482,dawei,14.0833,98.2,23.72,87,100,1.18,MM,1680989653
483,raudeberg,61.9875,5.1352,4.93,73,91,2.8,NO,1680989654
484,riyadh,24.6877,46.7219,22.08,26,3,1.3,SA,1680989563
485,guerrero negro,27.9769,-114.0611,18.7,57,11,7.81,MX,1680989654
486,gap,44.6667,6.0,0.46,61,2,2.4,FR,1680989654
487,huanren,41.2647,125.3667,2.32,56,0,2.45,CN,1680989654
488,akhmeta,42.0311,45.2075,7.29,85,64,2.65,GE,1680989654
489,livingston,55.9029,-3.5226,8.66,89,0,3.09,GB,1680989456
490,garowe,8.4054,48.4845,24.33,73,0,6.24,SO,1680989654
491,qasigiannguit,68.8193,-51.1922,3.14,93,100,0.93,GL,1680989654
492,nouadhibou,20.931,-17.0347,17.99,88,0,7.2,MR,1680989655
493,mirnyy,62.5353,113.9611,-17.65,64,100,8.05,RU,1680989655
494,ulaanbaatar,47.9077,106.8832,-0.93,64,75,1.0,MN,1680989655
495,copiapo,-27.3667,-70.3333,18.83,36,0,3.14,CL,1680989367
496,aleksandrovsk-sakhalinskiy,50.8975,142.1561,-2.62,79,98,2.56,RU,1680989655
497,boyolangu,-8.1181,111.8935,22.88,91,89,0.53,ID,1680989655
498,basco,20.4487,121.9702,22.69,71,98,11.55,PH,1680989655
499,kidal,18.4411,1.4078,28.23,13,77,5.16,ML,1680989655
500,klichka,50.4457,117.996,1.66,56,69,2.82,RU,1680989656
501,whitecourt,54.1502,-115.6855,15.58,21,75,4.63,CA,1680989656
502,zhob,31.3411,69.4481,17.33,46,2,1.13,PK,1680989656
503,pimentel,-6.8367,-79.9342,30.16,62,20,5.66,PE,1680989656
504,lucea,18.451,-78.1736,27.92,69,23,2.5,JM,1680989656
505,enid,36.3956,-97.8784,23.32,23,0,5.66,US,1680989656
506,arlit,18.7369,7.3853,28.15,13,2,5.53,NE,1680989656
507,constantine,36.365,6.6147,10.67,53,0,0.0,DZ,1680989656
508,taoudenni,22.6783,-3.9836,26.62,19,100,5.39,ML,1680989657
509,mount gambier,-37.8333,140.7667,11.71,73,100,3.44,AU,1680989657
510,abu samrah,35.3029,37.1841,17.54,32,100,0.25,SY,1680989657
511,muros,42.7762,-9.0603,14.52,79,62,1.71,ES,1680989657
512,havoysund,70.9963,24.6622,2.13,84,100,3.71,NO,1680989657
513,mosetse,-20.75,26.65,22.41,33,55,3.68,BW,1680989657
514,nelson bay,-32.7167,152.15,17.27,62,0,5.81,AU,1680989657
515,yuli,9.6989,10.2744,26.17,69,98,4.32,NG,1680989657
516,katunino,64.3862,40.6298,-4.06,99,55,1.47,RU,1680989657
517,nhulunbuy,-12.2333,136.7667,25.34,94,100,0.0,AU,1680989658
518,tanout,14.9709,8.8879,31.41,9,83,3.95,NE,1680989658
519,champerico,14.3,-91.9167,29.3,59,26,5.17,GT,1680989658
520,plon,54.1667,10.4167,5.59,98,25,2.86,DE,1680989658
521,dakar,14.6937,-17.4441,22.49,78,0,5.14,SN,1680989165
522,celestun,20.8667,-90.4,27.34,63,0,6.96,MX,1680989658
523,tornio,65.8481,24.1466,-2.99,90,100,3.56,FI,1680989658
524,kuytun,54.3419,101.5036,-5.89,75,100,0.98,RU,1680989658
525,sao geraldo do araguaia,-6.4006,-48.555,22.38,96,58,0.57,BR,1680989659
526,urumqi,43.801,87.6005,7.53,43,0,2.0,CN,1680989659
527,porto novo,6.4965,2.6036,28.9,82,87,2.43,BJ,1680989659
528,umm lajj,25.0213,37.2685,25.98,59,1,4.25,SA,1680989659
529,gornozavodsk,58.3758,58.3211,-3.08,98,42,1.21,RU,1680989659
530,port blair,11.6667,92.75,25.87,80,91,2.1,IN,1680989443
531,villa bruzual,9.3328,-69.1208,32.9,35,100,2.16,VE,1680989659
532,kingman,35.1894,-114.053,23.4,12,0,5.14,US,1680989659
533,spornoye,50.8448,37.2913,7.58,77,93,3.01,RU,1680989660
534,huarmey,-10.0681,-78.1522,26.96,73,100,4.83,PE,1680989660
535,picayune,30.5255,-89.6795,24.92,83,99,3.14,US,1680989517
536,djibo,14.1022,-1.6306,31.92,30,87,6.52,BF,1680989660
537,north bend,43.4065,-124.2243,15.69,54,100,4.12,US,1680989660
538,urengoy,65.9667,78.3667,-29.67,95,14,3.28,RU,1680989660
539,juneau,58.3019,-134.4197,10.0,56,75,6.17,US,1680989466
540,mena,51.5217,32.2157,8.78,79,100,3.01,UA,1680989660
541,ust-ordynskiy,52.805,104.7508,-3.85,59,100,2.27,RU,1680989661
542,imeni poliny osipenko,52.4201,136.4853,-6.78,92,65,1.32,RU,1680989661
543,burgos,42.3394,-3.7079,10.23,50,0,2.57,ES,1680989661
544,ust-tarka,55.5672,75.705,-2.32,70,93,5.59,RU,1680989661
545,teya,60.3778,92.6267,-7.82,95,100,2.4,RU,1680989661
546,liku,-0.7275,119.8922,22.86,92,99,0.78,ID,1680989662
547,tabuk,17.4189,121.4443,20.76,91,32,2.08,PH,1680989662
548,puerto baquerizo moreno,-0.9,-89.6,29.55,74,40,2.57,EC,1680989662
